TimeSinceStart_s,Temperature,Humidity,Latitude,Longitude,Altitude,TimeUTC,PM1_0,PM2_5,PM4_0,PM10_0,ref_Temperature,ref_Humidity,ref_PM1_0,ref_PM2_5,ref_PM4_0,ref_PM10_0,diff_Temperature,diff_Humidity,diff_PM1_0,diff_PM2_5,diff_PM4_0,diff_PM10_0
805,25.06,41.42,47.388626,8.534116,468.0,9042300.0,4.17,4.41,4.41,4.41,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.76,-12.57,-9999.0,-5.45,-9999.0,-9.73
810,24.91,41.63,47.388447,8.534176,465.5,9042800.0,4.21,4.45,4.45,4.45,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.61,-12.36,-9999.0,-5.41,-9999.0,-9.69
815,24.76,42.03,47.388126,8.534273,465.8,9043300.0,4.16,4.4,4.4,4.4,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.46,-11.96,-9999.0,-5.46,-9999.0,-9.74
820,24.59,42.35,47.38776,8.534406,463.3,9043800.0,4.08,4.31,4.31,4.31,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.29,-11.64,-9999.0,-5.55,-9999.0,-9.83
825,24.56,42.75,47.387398,8.534575,457.3,9044300.0,4.27,4.52,4.52,4.52,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.26,-11.24,-9999.0,-5.34,-9999.0,-9.62
830,24.45,42.75,47.387157,8.534739,446.0,9044800.0,4.43,4.69,4.69,4.69,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.15,-11.24,-9999.0,-5.17,-9999.0,-9.45
835,24.85,42.83,47.387085,8.534846,438.2,9045300.0,4.54,4.8,4.8,4.8,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.55,-11.16,-9999.0,-5.06,-9999.0,-9.34
840,25.33,42.49,47.387077,8.535003,434.5,9045800.0,4.74,5.02,5.02,5.02,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.03,-11.5,-9999.0,-4.84,-9999.0,-9.12
845,25.66,42.05,47.387047,8.535206,433.3,9050300.0,4.92,5.21,5.21,5.21,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.36,-11.94,-9999.0,-4.65,-9999.0,-8.93
850,25.81,41.66,47.387169,8.53536,434.3,9050800.0,4.94,5.23,5.23,5.23,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.51,-12.33,-9999.0,-4.63,-9999.0,-8.91
855,25.66,41.38,47.38731,8.535547,433.5,9051300.0,4.83,5.11,5.11,5.11,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.36,-12.61,-9999.0,-4.75,-9999.0,-9.03
860,25.41,41.2,47.387432,8.535745,432.8,9051800.0,4.77,5.05,5.05,5.05,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.11,-12.79,-9999.0,-4.81,-9999.0,-9.09
865,25.26,41.42,47.387554,8.535945,428.7,9052300.0,4.68,4.95,4.95,4.95,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.96,-12.57,-9999.0,-4.91,-9999.0,-9.19
870,25.0,41.82,47.38768,8.536121,425.8,9052800.0,4.45,4.7,4.7,4.7,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.7,-12.17,-9999.0,-5.16,-9999.0,-9.44
875,24.74,42.13,47.38781,8.536281,423.5,9053300.0,4.19,4.44,4.44,4.44,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.44,-11.86,-9999.0,-5.42,-9999.0,-9.7
880,24.84,42.53,47.387932,8.536373,424.4,9053800.0,4.16,4.4,4.4,4.4,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.54,-11.46,-9999.0,-5.46,-9999.0,-9.74
885,24.82,43.13,47.388103,8.536459,427.3,9054300.0,4.08,4.31,4.31,4.31,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.52,-10.86,-9999.0,-5.55,-9999.0,-9.83
890,24.9,43.13,47.388306,8.536515,425.2,9054800.0,4.29,4.54,4.54,4.54,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.6,-10.86,-9999.0,-5.32,-9999.0,-9.6
895,24.82,43.23,47.388458,8.536497,427.6,9055300.0,4.68,4.94,4.94,4.94,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.52,-10.76,-9999.0,-4.92,-9999.0,-9.2
900,24.84,43.32,47.388615,8.536447,429.9,9055800.0,4.91,5.19,5.19,5.19,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.54,-10.67,-9999.0,-4.67,-9999.0,-8.95
905,24.75,43.32,47.388733,8.536412,436.6,9060300.0,5.0,5.29,5.29,5.29,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.45,-10.67,-9999.0,-4.57,-9999.0,-8.85
910,24.65,43.74,47.388893,8.536376,439.2,9060800.0,5.32,5.62,5.62,5.62,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.35,-10.25,-9999.0,-4.24,-9999.0,-8.52
915,24.47,43.84,47.389042,8.536332,443.1,9061300.0,5.58,5.9,5.9,5.9,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.17,-10.15,-9999.0,-3.96,-9999.0,-8.24
920,24.4,43.96,47.389202,8.536306,447.6,9061800.0,5.57,5.89,5.89,5.89,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.1,-10.03,-9999.0,-3.97,-9999.0,-8.25
925,24.26,44.08,47.389366,8.536292,446.5,9062300.0,5.45,5.76,5.76,5.76,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.96,-9.91,-9999.0,-4.1,-9999.0,-8.38
930,24.15,44.38,47.389568,8.536333,444.4,9062800.0,5.2,5.5,5.5,5.5,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.85,-9.61,-9999.0,-4.36,-9999.0,-8.64
935,24.18,44.68,47.389744,8.536356,442.9,9063300.0,4.85,5.13,5.13,5.13,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.88,-9.31,-9999.0,-4.73,-9999.0,-9.01
940,24.28,44.56,47.389896,8.536358,442.2,9063800.0,4.69,4.96,4.96,4.96,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.98,-9.43,-9999.0,-4.9,-9999.0,-9.18
945,24.38,44.85,47.390018,8.536259,446.6,9064300.0,4.63,4.89,4.89,4.89,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.08,-9.14,-9999.0,-4.97,-9999.0,-9.25
950,24.25,44.76,47.390152,8.536288,450.1,9064800.0,4.61,4.87,4.87,4.87,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.95,-9.23,-9999.0,-4.99,-9999.0,-9.27
955,24.25,44.56,47.390347,8.536375,449.0,9065300.0,4.47,4.72,4.72,4.72,17.3,53.99,-9999.0,9.86,-9999.0,14.14,6.95,-9.43,-9999.0,-5.14,-9999.0,-9.42
960,24.58,44.74,47.390537,8.536392,447.2,9065800.0,4.61,4.87,4.87,4.87,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.28,-9.25,-9999.0,-4.99,-9999.0,-9.27
965,25.15,44.99,47.390709,8.536362,448.3,9070300.0,4.68,4.95,4.95,4.95,17.3,53.99,-9999.0,9.86,-9999.0,14.14,7.85,-9.0,-9999.0,-4.91,-9999.0,-9.19
970,25.67,44.75,47.390823,8.536338,451.8,9070800.0,4.8,5.07,5.07,5.07,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.37,-9.24,-9999.0,-4.79,-9999.0,-9.07
975,26.16,44.09,47.390957,8.536319,454.5,9071300.0,4.82,5.1,5.1,5.1,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.86,-9.9,-9999.0,-4.76,-9999.0,-9.04
980,26.63,42.38,47.391159,8.536266,454.9,9071800.0,5.41,5.72,5.72,5.72,17.3,53.99,-9999.0,9.86,-9999.0,14.14,9.33,-11.61,-9999.0,-4.14,-9999.0,-8.42
985,26.95,41.06,47.391384,8.536109,454.4,9072300.0,5.57,5.89,5.89,5.89,17.3,53.99,-9999.0,9.86,-9999.0,14.14,9.65,-12.93,-9999.0,-3.97,-9999.0,-8.25
990,27.1,39.87,47.39159,8.535873,452.8,9072800.0,5.5,5.81,5.81,5.81,17.3,53.99,-9999.0,9.86,-9999.0,14.14,9.8,-14.12,-9999.0,-4.05,-9999.0,-8.33
995,27.12,39.48,47.391808,8.535606,453.1,9073300.0,5.41,5.72,5.72,5.72,17.3,53.99,-9999.0,9.86,-9999.0,14.14,9.82,-14.51,-9999.0,-4.14,-9999.0,-8.42
1000,26.64,39.51,47.392048,8.535338,454.3,9073800.0,5.52,5.84,5.84,5.84,17.3,53.99,-9999.0,9.86,-9999.0,14.14,9.34,-14.48,-9999.0,-4.02,-9999.0,-8.3
1005,26.28,39.83,47.392281,8.53504,454.2,9074300.0,5.37,5.68,5.68,5.68,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.98,-14.16,-9999.0,-4.18,-9999.0,-8.46
1010,26.05,40.05,47.392525,8.534761,454.5,9074800.0,5.22,5.52,5.52,5.52,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.75,-13.94,-9999.0,-4.34,-9999.0,-8.62
1015,26.08,40.34,47.392784,8.534497,454.0,9075300.0,5.2,5.5,5.5,5.5,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.78,-13.65,-9999.0,-4.36,-9999.0,-8.64
1020,26.2,40.64,47.393044,8.534245,455.0,9075800.0,4.94,5.22,5.22,5.22,17.3,53.99,-9999.0,9.86,-9999.0,14.14,8.9,-13.35,-9999.0,-4.64,-9999.0,-8.92
1025,26.05,40.74,47.393299,8.533993,455.2,9080300.0,4.67,4.94,4.94,4.94,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.76,-17.07,-9999.0,-4.78,-9999.0,-8.29
1030,25.89,41.26,47.39357,8.533786,453.8,9080800.0,4.66,4.93,4.93,4.93,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.6,-16.55,-9999.0,-4.79,-9999.0,-8.3
1035,26.08,41.33,47.393841,8.533597,452.8,9081300.0,4.54,4.81,4.81,4.81,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.79,-16.48,-9999.0,-4.91,-9999.0,-8.42
1040,26.15,41.04,47.394104,8.533441,451.4,9081800.0,4.74,5.02,5.02,5.02,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.86,-16.77,-9999.0,-4.7,-9999.0,-8.21
1045,26.24,40.92,47.394356,8.533288,450.6,9082300.0,4.9,5.18,5.18,5.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,9.95,-16.89,-9999.0,-4.54,-9999.0,-8.05
1050,26.38,40.92,47.394588,8.533113,448.3,9082800.0,4.86,5.14,5.14,5.14,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.09,-16.89,-9999.0,-4.58,-9999.0,-8.09
1055,26.64,40.78,47.394802,8.53291,449.2,9083300.0,4.9,5.18,5.18,5.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.35,-17.03,-9999.0,-4.54,-9999.0,-8.05
1060,27.15,40.37,47.395004,8.532722,448.2,9083800.0,5.04,5.33,5.33,5.33,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.86,-17.44,-9999.0,-4.39,-9999.0,-7.9
1065,27.42,39.83,47.395164,8.532537,448.9,9084300.0,4.96,5.25,5.25,5.25,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.13,-17.98,-9999.0,-4.47,-9999.0,-7.98
1070,27.9,38.9,47.395317,8.532373,450.8,9084800.0,4.75,5.03,5.03,5.03,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.61,-18.91,-9999.0,-4.69,-9999.0,-8.2
1075,28.28,38.37,47.395462,8.53226,451.0,9085300.0,4.68,4.95,4.95,4.95,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.99,-19.44,-9999.0,-4.77,-9999.0,-8.28
1080,28.64,37.96,47.395599,8.532153,453.6,9085800.0,4.9,5.18,5.18,5.18,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.35,-19.85,-9999.0,-4.54,-9999.0,-8.05
1085,29.06,37.43,47.395645,8.531958,453.6,9090300.0,5.2,5.5,5.5,5.5,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.77,-20.38,-9999.0,-4.22,-9999.0,-7.73
1090,29.41,36.63,47.395664,8.53164,449.7,9090800.0,5.28,5.59,5.59,5.59,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.12,-21.18,-9999.0,-4.13,-9999.0,-7.64
1095,29.52,35.84,47.395756,8.531223,447.0,9091300.0,5.45,5.77,5.77,5.77,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.23,-21.97,-9999.0,-3.95,-9999.0,-7.46
1100,29.4,35.44,47.395828,8.530705,445.8,9091800.0,5.41,5.72,5.72,5.72,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.11,-22.37,-9999.0,-4.000000000000001,-9999.0,-7.51
1105,29.13,35.36,47.395859,8.530227,446.7,9092300.0,5.35,5.66,5.66,5.66,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.84,-22.45,-9999.0,-4.06,-9999.0,-7.57
1110,28.96,36.07,47.395855,8.529833,446.2,9092800.0,5.22,5.52,5.52,5.52,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.67,-21.74,-9999.0,-4.2,-9999.0,-7.71
1115,29.03,36.27,47.395836,8.529357,448.2,9093300.0,5.01,5.3,5.3,5.3,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.74,-21.54,-9999.0,-4.42,-9999.0,-7.93
1120,28.98,36.36,47.395882,8.528843,451.3,9093800.0,4.94,5.23,5.23,5.23,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.69,-21.45,-9999.0,-4.49,-9999.0,-8.0
1125,28.96,36.27,47.395943,8.528353,451.2,9094300.0,4.79,5.06,5.06,5.06,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.67,-21.54,-9999.0,-4.66,-9999.0,-8.17
1130,28.94,36.17,47.395988,8.527919,447.9,9094800.0,4.72,4.99,4.99,4.99,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.65,-21.64,-9999.0,-4.73,-9999.0,-8.24
1135,29.12,36.05,47.39603,8.527647,445.5,9095300.0,4.89,5.17,5.17,5.17,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.83,-21.76,-9999.0,-4.55,-9999.0,-8.06
1140,29.44,36.23,47.395992,8.527807,444.8,9095800.0,4.77,5.05,5.05,5.05,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.15,-21.58,-9999.0,-4.67,-9999.0,-8.18
1145,29.44,35.84,47.395947,8.528114,445.9,9100300.0,4.75,5.02,5.02,5.02,16.29,57.81,-9999.0,9.72,-9999.0,13.23,13.15,-21.97,-9999.0,-4.7,-9999.0,-8.21
1150,29.13,35.56,47.395878,8.528487,447.9,9100800.0,5.12,5.41,5.41,5.41,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.84,-22.25,-9999.0,-4.31,-9999.0,-7.82
1155,28.94,35.77,47.395832,8.528776,446.7,9101200.0,5.15,5.44,5.44,5.44,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.65,-22.04,-9999.0,-4.28,-9999.0,-7.79
1160,28.75,36.66,47.395775,8.529132,449.0,9101700.0,4.98,5.27,5.27,5.27,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.46,-21.15,-9999.0,-4.45,-9999.0,-7.96
1165,28.57,37.07,47.395756,8.529484,449.7,9102200.0,5.29,5.59,5.59,5.59,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.28,-20.74,-9999.0,-4.13,-9999.0,-7.64
1170,28.54,37.19,47.395763,8.529773,448.7,9102700.0,5.27,5.57,5.57,5.57,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.25,-20.62,-9999.0,-4.15,-9999.0,-7.66
1175,28.31,37.41,47.395748,8.53001,449.7,9103200.0,4.93,5.22,5.22,5.22,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.02,-20.4,-9999.0,-4.5,-9999.0,-8.01
1180,27.85,37.64,47.395557,8.529997,443.9,9103700.0,4.56,4.82,4.82,4.82,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.56,-20.17,-9999.0,-4.9,-9999.0,-8.41
1185,27.13,38.09,47.395252,8.529899,434.8,9104200.0,4.38,4.64,4.64,4.64,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.84,-19.72,-9999.0,-5.08,-9999.0,-8.59
1190,26.65,38.72,47.394951,8.529832,427.9,9104700.0,4.53,4.79,4.79,4.79,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.36,-19.09,-9999.0,-4.93,-9999.0,-8.44
1195,26.56,39.71,47.394882,8.529623,426.4,9105200.0,4.5,4.76,4.76,4.76,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.27,-18.1,-9999.0,-4.96,-9999.0,-8.47
1200,26.7,40.68,47.394974,8.529259,427.5,9105700.0,4.42,4.68,4.68,4.68,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.41,-17.13,-9999.0,-5.04,-9999.0,-8.55
1205,26.95,40.47,47.395084,8.528877,428.6,9110200.0,4.46,4.72,4.72,4.72,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.66,-17.34,-9999.0,-5.000000000000001,-9999.0,-8.51
1210,27.27,40.15,47.395184,8.528549,429.5,9110700.0,4.49,4.75,4.75,4.75,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.98,-17.66,-9999.0,-4.97,-9999.0,-8.48
1215,27.45,39.43,47.395283,8.528245,430.2,9111200.0,4.7,4.97,4.97,4.97,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.16,-18.38,-9999.0,-4.75,-9999.0,-8.26
1220,27.69,38.73,47.395405,8.527928,432.1,9111700.0,4.8,5.08,5.08,5.08,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.4,-19.08,-9999.0,-4.64,-9999.0,-8.15
1225,27.97,38.21,47.395523,8.527584,428.0,9112200.0,4.85,5.13,5.13,5.13,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.68,-19.6,-9999.0,-4.59,-9999.0,-8.1
1230,28.15,37.8,47.395618,8.527237,435.0,9112700.0,4.79,5.06,5.06,5.06,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.86,-20.01,-9999.0,-4.66,-9999.0,-8.17
1235,28.53,37.78,47.395687,8.526974,436.7,9113200.0,4.73,5.0,5.0,5.0,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.24,-20.03,-9999.0,-4.72,-9999.0,-8.23
1240,29.07,37.34,47.39563,8.527099,437.9,9113700.0,4.84,5.12,5.12,5.12,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.78,-20.47,-9999.0,-4.6,-9999.0,-8.11
1245,29.13,36.36,47.395535,8.52736,440.0,9114200.0,4.79,5.06,5.06,5.06,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.84,-21.45,-9999.0,-4.66,-9999.0,-8.17
1250,29.0,35.88,47.395412,8.527702,442.3,9114700.0,4.91,5.2,5.2,5.2,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.71,-21.93,-9999.0,-4.52,-9999.0,-8.03
1255,28.81,35.89,47.395271,8.528078,441.3,9115200.0,5.06,5.35,5.35,5.35,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.52,-21.92,-9999.0,-4.37,-9999.0,-7.88
1260,28.22,36.22,47.395088,8.528231,435.4,9115700.0,5.24,5.54,5.54,5.54,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.93,-21.59,-9999.0,-4.18,-9999.0,-7.69
1265,27.82,37.05,47.394833,8.52806,431.8,9120200.0,5.2,5.5,5.5,5.5,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.53,-20.76,-9999.0,-4.22,-9999.0,-7.73
1270,27.76,37.24,47.394623,8.528024,428.7,9120700.0,5.14,5.43,5.43,5.43,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.47,-20.57,-9999.0,-4.29,-9999.0,-7.8
1275,27.78,37.34,47.394501,8.528345,431.5,9121200.0,5.1,5.39,5.39,5.39,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.49,-20.47,-9999.0,-4.33,-9999.0,-7.84
1280,27.69,37.96,47.39436,8.528708,430.7,9121700.0,4.81,5.09,5.09,5.09,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.4,-19.85,-9999.0,-4.63,-9999.0,-8.14
1285,27.37,37.96,47.394226,8.529067,432.5,9122200.0,4.71,4.98,4.98,4.98,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.08,-19.85,-9999.0,-4.74,-9999.0,-8.25
1290,27.3,37.98,47.394081,8.529403,433.3,9122700.0,4.74,5.01,5.01,5.01,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.01,-19.83,-9999.0,-4.71,-9999.0,-8.22
1295,26.85,38.4,47.393883,8.529482,434.3,9123200.0,4.7,4.97,4.97,4.97,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.56,-19.41,-9999.0,-4.75,-9999.0,-8.26
1300,26.3,38.94,47.393669,8.529416,442.0,9123700.0,5.1,5.39,5.39,5.39,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.01,-18.87,-9999.0,-4.33,-9999.0,-7.84
1305,26.38,39.81,47.393616,8.529304,447.8,9124200.0,5.37,5.68,5.68,5.68,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.09,-18.0,-9999.0,-4.04,-9999.0,-7.55
1310,26.85,40.29,47.393715,8.529028,449.2,9124700.0,5.41,5.73,5.73,5.73,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.56,-17.52,-9999.0,-3.99,-9999.0,-7.5
1315,27.26,40.05,47.393822,8.528754,449.5,9125200.0,5.41,5.72,5.72,5.72,16.29,57.81,-9999.0,9.72,-9999.0,13.23,10.97,-17.76,-9999.0,-4.000000000000001,-9999.0,-7.51
1320,27.66,39.22,47.393951,8.528405,446.2,9125700.0,5.36,5.67,5.67,5.67,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.37,-18.59,-9999.0,-4.05,-9999.0,-7.56
1325,27.87,38.53,47.394077,8.528037,443.1,9130200.0,5.43,5.74,5.74,5.74,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.58,-19.28,-9999.0,-3.98,-9999.0,-7.49
1330,28.09,38.12,47.394207,8.527622,441.5,9130700.0,5.45,5.76,5.76,5.76,16.29,57.81,-9999.0,9.72,-9999.0,13.23,11.8,-19.69,-9999.0,-3.96,-9999.0,-7.47
1335,28.37,38.0,47.394356,8.527191,441.4,9131200.0,5.65,5.97,5.97,5.97,16.29,57.81,-9999.0,9.72,-9999.0,13.23,12.08,-19.81,-9999.0,-3.75,-9999.0,-7.26
